foundation_ein,foundation_name,foundation_state,match_score,match_logit,match_probability,match_rank,same_state,semantic_sim
832495796,Torrington Savings Foundation,DE,890.36,890.356311122985,1.0,1,False,0.563
066235627,LASZIG IJ TR,MO,863.22,863.2231880509677,1.0,2,False,0.057
066027576,ELIZABETH CARSE FOUNDATION,TX,836.62,836.622131671204,1.0,3,False,0.07
066030489,THOMAS ATKINS MEML FD TR UW,TX,805.85,805.8481873690846,1.0,4,False,0.207
066502822,LARRY W MCCURDY FAMILY FOUNDATION,FL,794.25,794.253568215629,1.0,5,False,0.326
066446073,BAUER ERWIN C CHAR TUW,MO,758.12,758.1172391894098,1.0,6,False,0.154
061542290,OLGA SIPOLIN CHILDREN'S FUND,TX,744.53,744.5262872514137,1.0,7,False,0.083
066040150,MARION ISABELL COE FUND,TX,741.82,741.8165671750055,1.0,8,False,0.186
066038194,AGED & INDIGNT WOMEN'S FD D LANE,TX,729.81,729.805455735912,1.0,9,False,0.07
066031451,BEARDSLEY MARY W TR UW ART 30,TX,684.06,684.0550304910262,1.0,10,False,0.07
066399085,ELLSWORTH HENRY E & ABIGAIL E FUND,OH,681.08,681.0796438351465,1.0,11,False,0.253
066142263,R S GERNON TRUST,TX,663.5,663.5041937063404,1.0,12,False,0.377
066026054,SWINDELLS CHAR FDN TR UW,TX,649.22,649.2191476277242,1.0,13,False,0.079
222648036,THE MAXIMILIAN E AND MARION O HOFFMAN,CT,647.83,647.8326768536289,1.0,14,True,0.11
061245402,J WALTON BISSELL FOUNDATION INC,CT,644.83,644.8310617750049,1.0,15,True,0.274
046037391,WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND,CT,621.66,621.6563934634453,1.0,16,True,0.532
061413251,THE AHEARN FAMILY FOUNDATION,CT,619.05,619.0481421242089,1.0,17,True,0.51
066032503,THORPE GEORGE W TR UW,TX,617.27,617.26671968425,1.0,18,False,0.07
711051630,THE RISC FOUNDATION INC,CT,611.33,611.330737915114,1.0,19,True,0.281
066377722,MCDONALD FAMILY TRUST,FL,588.7,588.7009160115447,1.0,20,False,0.046
223136019,TS KIM ARCHITECTURAL,CT,587.6,587.5989236636142,1.0,21,True,0.456
061454867,NIHLA & BOB LAPIDUS FOUNDATION INC,CT,585.35,585.3480992793719,1.0,22,True,0.286
113709335,IVES BANK FOUNDATION INC FKA SAVINGS,CT,582.39,582.39109229656,1.0,23,True,0.171
066025573,WHITE LINFORD & MILDRED FDN,TX,568.33,568.3262566622421,1.0,24,False,0.07
133693797,AMY SHAPIRO SCHOLARSHIP FOUNDATION INC,CT,568.23,568.2262356752644,1.0,25,True,0.392
586222005,TW MARIAN W OTTLEY-WATERTOWN,MO,561.87,561.8705383753166,1.0,26,False,0.098
452599017,FARMINGTON BANK COMMUNITY,CT,561.41,561.4084709309086,1.0,27,True,0.529
872625371,Northwest Community Bank Foundation Inc,CT,558.94,558.9367593408898,1.0,28,True,0.438
862508615,THE KONTULIS FUND,MI,558.28,558.2770635121962,1.0,29,False,0.354
136192516,ANNE S RICHARDSON FUND XXXXX3004,IL,553.03,553.0327173149648,1.0,30,False,0.048
262952875,ZUKOWSKI FAMILY FOUNDATION INC,FL,546.55,546.5455180575889,1.0,31,False,0.512
853902996,THREE SIBS FOUNDATION INC,GA,543.71,543.7136567404608,1.0,32,False,0.217
066240247,ARDENGHI AF GEN CHARIT PURPOSE,TX,533.54,533.5384311390833,1.0,33,False,0.264
066024833,DAYTON AB-VARIOUS CHARITIES,TX,533.24,533.2402331700372,1.0,34,False,0.07
202659766,THE BERKLEY FAMILY FOUNDATION,FL,514.92,514.922637946261,1.0,35,False,0.303
831272154,ANNE AND ROLLIN BATES FOUNDATION INC,CT,509.76,509.7554249734663,1.0,36,True,0.178
066029604,SHEA MARY E EST TR UW,TX,509.64,509.6414308309478,1.0,37,False,0.238
061188156,E CLAYTON AND EDITH P GENGRAS JR,CT,509.08,509.08317982503087,1.0,38,True,0.286
