foundation_name,foundation_state,foundation_total_assets,target_grants_to_siblings,median_grant_size_to_siblings,most_recent_grant_year,open_to_applicants
PARKER CARSON FOUNDATION,PA,3058381,0,2000,2022,f
SUFFOLK CARES CHARITABLE FOUNDATION,MA,3019645,0,15000,2023,f
ENTERPRISE BANK & TRUST FOUNDATION,MO,2967794,0,400,2023,t
ELMER & KAYA BERG FOUNDATION NO 2,ND,2963663,0,2500,2022,t
THE JORDAN FUND,WA,2896329,0,2500,2023,t
THE SWEAZEY FOUNDATION,CA,2861338,0,23000,2024,f
COMERICA CHARITABLE FOUNDATION,MI,2825546,0,500,2022,f
HUENEKE FOUNDATION TRUST OAG #03-3893,OH,2823983,0,5000,2022,f
WILLIAM R DALLY FOUNDATION,OH,2808442,0,6000,2023,f
VERNON FAMILY FOUNDATION,CA,2802457,0,75000,2023,f
Center Family Foundation,GA,2767173,0,1000,2022,f
Castiglione A Casauria Foundation,HI,2708496,0,5000,2023,t
JS HOWE FAMILY FOUNDATION,CT,2698869,0,1000,2018,f
The Gelb Family Foundation,TX,2667732,0,2500,2023,t
MFund Inc,CT,2597547,0,3219,2023,f
THE DR ANNE H ADDINGTON FUND INC,NJ,2459900,0,6000,2021,t
THE FEIBUSCH FOUNDATION,CA,2449801,0,2500,2023,f
SOUTH SHORE BANK CHARITABLE,MA,2440640,0,2500,2019,f
THE PETERSON FAMILY FOUNDATION INC,VA,2408748,0,12500,2022,f
MERITAGE CARES FOUNDATION,AZ,2392398,0,500,2023,f
THE RICHARD AND PAMELA ADER FOUNDATION,NY,2378061,0,20000,2018,f
MORAN FAMILY CHARITABLE FDN-IMA,MA,2357372,0,10000,2023,f
THE ROBERT AND KIA BARKER FOUNDATION,VA,2274146,0,0,2024,f
HICKS FAMILY FOUNDATION,NV,2243516,0,5125,2019,f
The Duke of Omnium Fund,NY,2190098,0,2500,2023,t
GAY D AND WILLIAM F SCOTT FAMILY FOUNDATION,DE,2146728,0,500,2020,f
SAUNDERS FAMILY CHARITABLE FUND,CA,2143700,0,10000,2020,t
MARY D CHAFEE FUND CO MARK CHAFEE,RI,2095980,0,3500,2023,t
J FREDERICK & HELEN B VOGEL TRUST,OH,2085375,0,5000,2023,t
ANNE AND PAUL MARCUS FAMILY FOUNDATION,MA,2080112,0,250,2023,t
MICHAEL S FELDBERG - RUTH LAZARUS,NY,2050255,0,1000,2021,f
THE NED AND EMILY SHERWOOD FAMILY,IN,2040086,0,8000,2023,f
KASOWITZ FAMILY FOUNDATION INC,NY,1932617,0,14500,2022,f
AGT AUGUST A RENDIGS JR AND HELEN RENDIGS FDN,OH,1920651,0,6250,2024,t
CHANIL FOUNDATION,NJ,1918330,0,10100,2019,f
The Kate Risley Foundation Inc,DE,1909692,0,15000,2024,f
RMLOW FOUNDATION,CA,1887982,0,3600,2023,f
THE MORROW FOUNDATION INC,FL,1879977,0,1030,2023,f
RUNNING DEER FOUNDATION,MA,1859864,0,250,2020,t
THE CHRISTIE AND BEN JACOBS FAMILY,NY,1821825,0,25000,2023,f
SPARTANNASH FOUNDATION,MI,1738640,0,29247,2023,f
CHARLES SCOTT RILEY III FOUNDATION,OH,1728731,0,5000,2023,t
BAKER HUGHES FOUNDATION,TX,1696044,0,100,2023,f
THE GRASSINI FAMILY,CA,1695691,0,100,2020,f
ANNE & JOHN TATTA FAMILY FOUNDATION INC,NY,1662125,0,10000,2019,f
CELANESE FOUNDATION,TX,1656690,0,378,2019,t
LOUIS & MELBA SCHOTT FOUNDATION,OH,1644072,0,25000,2023,t
SCHOENHUT FAMILY FOUNDATION INC,NY,1617963,0,5000,2023,f
MCKESSON FOUNDATION INC,TX,1615367,0,40,2021,f
HENRIETTA AIGNER AND JOY BALDWIN,OR,1522254,0,25000,2023,t
E MURDOCH FAMILY FOUNDATION,PA,1455922,0,8500,2023,t
MORTON H MEYERSON FAMILY FOUNDATION,TX,1424259,0,1800,2022,f
M LAZY M FOUNDATION,UT,1388905,0,2500,2023,f
The Richard A & Helene M Monaghan,NY,1377184,0,1000,2023,f
THE BANKS FOUNDATION INC,VA,1375648,0,3000,2019,f
THE FERRARA CHARITABLE TRUST,FL,1363293,0,5200,2019,f
CITIZENS CHARITABLE FOUNDATION,RI,1338872,0,900,2023,f
New Place Fund Inc,CA,1297605,0,4000,2022,f
The Crowther Foundation,WI,1292473,0,5000,2023,f
LAULIMA FOUNDATION,HI,1288188,0,3750,2022,f
HEZLEP FAMILY FOUNDATION,CA,1280410,0,5000,2024,f
THE DONALD D AND LYNN P LARSON,OH,1239723,0,1000,2022,f
DANIEL AND MARY REEVES FOUNDATION,NY,1229692,0,1750,2023,f
THE LAGEMANN FOUNDATION,MA,1226660,0,5000,2024,f
THE CHINOOK FOUNDATION,CA,1199173,0,1000,2018,f
JC GARRETT III FAMILY FOUNDATION,TN,1192226,0,1000,2020,f
THE WESTLAKE FOUNDATION INC,VA,1180319,0,2000,2022,f
RAVITZ FAMILY FOUNDATION,NJ,1173844,0,750,2019,f
RUTH K AND RALPH G WEBBER FAMILY,MA,1096573,0,625,2019,f
THE FUNDING PASSION AND LOVE,UT,1082342,0,1000,2022,f
THE PERELMAN FAMILY FOUNDATION INC,NY,1071032,0,1200,2018,f
A B & J NOYES FOUNDATION INC,NY,1052504,0,1000,2024,f
LIMITLESS IMPACT,OH,1022947,0,525,2023,t
JAMES K FERGUSON FOUNDATION INC,TX,1019059,0,1500,2020,t
EDWARD H MANK FOUNDATION,MA,1011120,0,50000,2023,t
THE WIESSNER FOUNDATION FOR,MD,1007205,0,2844,2023,f
SHELDRAKE FOUNDATION,WA,976194,0,1000,2018,f
HS FOUNDATION,MI,960473,0,250,2023,f
THE JAMES E AND ALLYCE DARLING,MA,952258,0,12500,2021,t
RAYMOND AND JOANNE LIN FOUNDATION,CA,944959,0,1000,2023,f
THE GARDNER FAMILY CHARITABLE,NH,937988,0,2000,2018,f
ENDER FAMILY FOUNDATION,AZ,934905,0,2000,2023,f
CHARLES AND KAREN FARVER CHARITABLE,IA,919651,0,3000,2021,t
THE TOWNSEND FOUNDATION INC,NJ,901741,0,5000,2018,t
THE PLYMOUTH ROCK ASSURANCE FOUNDATION,MA,879960,0,5350,2021,f
LOUIS P & LELA BUSCH FOUNDATION,FL,878598,0,1000,2022,f
Werwaiss Family Charitable Trust,NY,857816,0,2500,2021,f
JERROLD RUSKIN FOUNDATION INC,IL,853745,0,100,2021,f
ROBERT J CUMMINS FAMILY FOUNDATION INC,NY,834300,0,1500,2023,f
WILLIAM H WOOD FAMILY FOUNDATION,OH,816605,0,500,2020,f
Kramer Family Foundation,TX,771857,0,5000,2023,f
FALKNER FAMILY FOUNDATION INC,FL,764225,0,10000,2022,f
THE DAN PAUL FOUNDATION,TN,756290,0,2500,2023,t
THE TOM & ELENA MATLACK CHARITABLE,MA,750221,0,206,2019,f
SPERAMUS FOUNDATION,CA,748485,0,1500,2023,f
THE WALTER READE FOUNDATION INC,NY,714626,0,166,2018,t
THE SINGLE STEP FOUNDATION,MA,709413,0,2000,2023,f
Ries Foundation,IL,693962,0,26,2019,f
JULIAN R & VARUE W OISHEI FOUNDATION,NY,693582,0,7965,2023,t
STRAUS FAMILY CHARITABLE FOUNDATION INC,NJ,678036,0,1000,2022,f
THE YABLON FAMILY FOUNDATION INC,NJ,676727,0,1000,2022,f
UW URANIA C SHERBURNE,TX,644879,0,1500,2020,t
GIBSON GIVES FOUNDATION,TN,633782,0,2599,2024,t
MUTUAL OF AMERICA FOUNDATION,NY,614687,0,500,2022,t
BRUISED CAMEL CHARITABLE FOUNDATIONINC,CT,590780,0,250,2021,f
THE WARNOCK FAMILY FOUNDATION INC,MD,553066,0,500,2018,f
THE JAMES AND KELLI STANTON,NY,544392,0,525,2023,f
Redbird Foundation,OR,526931,0,150,2019,f
JJJ FAMILY FOUNDATION,CT,522485,0,2000,2021,f
THE BLUM FAMILY FOUNDATION,TN,512863,0,162,2022,f
THE LRY CHARITABLE FOUNDATION,HI,506507,0,10000,2022,f
BROWDER FAMILY FOUNDATION,FL,494987,0,7500,2019,f
Motorola Solutions Foundation,IL,494818,0,100,2020,t
The Papa John's Foundation Inc,DE,494337,0,6250,2023,f
ROHOVSKY FAMILY FOUNDATION INC,NJ,491881,0,3000,2023,f
THE GLORIA ESTEFAN FOUNDATION INC,FL,489856,0,13000,2018,t
The Jagdish and Usha Patil,KY,485933,0,250,2022,f
OMALLEY FAMILY CHARITABLE FOUNDATION,TA,480052,0,1500,2023,f
ALL WASTE CHARITABLE FOUNDATION,CT,478458,0,2500,2020,f
THE HANSON FAMILY FOUNDATION INC,NY,468058,0,2000,2018,f
Lu & Wang Family Foundation Inc,NY,460881,0,100,2022,f
THE HEALEY LIDDLE FAMILY FOUNDATION,OH,453052,0,2000,2021,f
The Breslow Foundation,AZ,448363,0,4404,2023,t
CRON FAMILY FOUNDATION,NY,429087,0,250,2018,f
LARSEN FAMILY FOUNDATION,CO,428963,0,500,2024,f
WR GRACE FOUNDATION INC,MD,376239,0,1000,2023,t
THE BAXT FAMILY FOUNDATION,DC,364750,0,1500,2021,t
DANIEL M NEIDICH & BROOKE GARBER,NY,351767,0,1600,2018,f
SAUL & DEVORAH SHERMAN FUND,NY,334429,0,1305,2018,f
Four Through Nine Foundation Inc,CA,311081,0,37956,2024,f
AMERICAN SUPPORT FOUNDATION TRUST,AZ,308060,0,2000,2024,f
THE LAROSA FAMILY FOUNDATION,OH,307288,0,67500,2024,f
WILL AND JADA SMITH FAMILY FOUNDATION,CA,300943,0,5000,2019,f
THE DANIEL CAYRE FOUNDATION INC,NY,300320,0,110,2022,t
NICHOLAS CALDARONE FOUNDATION,RI,286770,0,1000,2024,t
DC FRIENDS OF IRELAND CHARITABLE TRUST,MD,278174,0,10500,2020,f
PHILEOEVER FOUNDATION,CA,273761,0,3000,2021,t
THE WOLFE FOUNDATION,CA,252855,0,2500,2024,f
GRAND FOUNDATION,WI,252419,0,500,2018,f
Helene K Miller Family Foundation Inc,MD,252027,0,1500,2023,f
THE BIGBIRD FUND,MA,244386,0,500,2019,f
REDSKIN FOUNDATION INC,MD,239085,0,10000,2023,t
Boston Bullpen Project Inc,MA,217850,0,417,2019,f
STAN AND SUZANNE ST PIERRE,TN,212359,0,200,2024,f
North Beach Foundation Inc,CA,212117,0,300,2021,f
The John R & Kiendl Dauphinot Gordon Fd,NY,199527,0,2000,2023,f
Over the Rainbow Foundation Inc,MA,172551,0,375,2024,f
ROTBERG COMENS BOOTH FOUNDATION,CO,169822,0,250,2023,f
THE LINDY INFANTE FOUNDATION,OH,167506,0,10000,2023,f
THE DAVID LEBUHN FOUNDATION,NV,157365,0,1500,2018,f
THE PHINNEY CHARITABLE FOUNDATION INC,NY,151003,0,400,2023,f
Gondelman Foundation Inc,FL,146420,0,1000,2020,f
Claure Family Foundation Inc,FL,137294,0,5500,2023,f
VIGODSKY FAMILY CHARITABLE FOUNDATION,FL,127332,0,100,2023,f
CRESCENT CARES FOUNDATION,CA,126764,0,1000,2020,f
ROBERT AND SUZANNE KITTREDGE FOUNDATION,MA,106694,0,5000,2023,f
MARTINI FAMILY FOUNDATION,NY,97153,0,2022,2021,f
THE FLAHERTY FAMILY FOUNDATION,NY,87934,0,5000,2021,f
RICHARD J CASEY FOUNDATION,NC,79986,0,10000,2023,f
THOMPKINS FAMILY FOUNDATION,IN,76139,0,5000,2020,f
RENAISSANCE FUND FOUNDATION,NJ,74405,0,5000,2019,f
THE BOB AND KAREN WORTHAM CHARITABLE FOU,TX,64575,0,2500,2021,t
MIDCONTINENT FOUNDATION,MN,62567,0,162,2023,t
GIBBS CHARITABLE FOUNDATION,SC,55959,0,100000,2023,f
THE PETRONE FAMILY FOUNDATION,CA,48870,0,4000,2022,f
THE WEISBERG FAMILY FOUNDATION,RI,48741,0,1500,2024,f
THE BANDIER FAMILY FOUNDATION INC,NY,48664,0,1000,2017,t
Yellow River Foundation,CA,41642,0,750,2022,f
WESTERN ASSET MANAGEMENT COMPANY,CA,41438,0,700,2019,f
THOM & GAIL WILLIAMSEN FAMILY FOUNDATION,UT,33569,0,5000,2023,t
PATRICIA AND RODES HART FOUNDATION,TN,4469,0,500,2022,f
KARMART FOR KIDS FOUNDATION,WA,1085,0,7477,2019,f
FROSENE SPIRIT OF HOPE FOUNDATION INC,VA,890,0,500,2023,f
The Ball Family Foundation,PA,510,0,5000,2021,f
BRIGHTER DAYS FOUNDATION INC,GA,284,0,50000,2022,t
JACKSON CHARITABLE FOUNDATION INC,MI,100,0,1126,2020,f
Frank Lockwood Foundation,TX,20,0,3500,2019,f
KENTUCKY EDUCATIONAL FUND FOR,KY,0,0,17500,2024,t
MONARCH BEVERAGE CHARITABLE,IN,0,0,300,2018,f
The Kendeda Fund,DE,0,0,2500,2022,f
RUTLAND CORNER FOUNDATION INC,MA,0,0,10000,2018,f
FORTUNE FAMILY FOUNDATION,ID,0,0,25000,2019,f
THE FLATHEAD BEACON FOUNDATION INC,CA,0,0,5500,2020,f
THE LOVE FOUNDATION INC,CA,0,0,250,2020,t
THE PINNACLE ENTERTAINMENT FOUNDATION,PA,0,0,2500,2018,t
THE HARVEY & RUTH GELFENBEIN CHARITABLE,KY,0,0,500,2020,f
Elephant Rock Foundation Inc,RI,0,0,3000,2020,f
The Foundation for a Second Chance,TN,0,0,2500,2021,f
THE KATHY AND AL GORDON FUND,NY,0,0,3500,2019,f
Ross Family Legacy Foundation,CA,0,0,4000,2021,t
