ein,org_name,state,city,sector,website,employee_count,volunteer_count,total_revenue,total_expenses,contributions_grants,program_service_revenue,grant_dependency_pct,num_foundation_grants,num_unique_funders,total_foundation_grant_amount,icp_score,fundraising_likelihood_score,mission_statement,fiscal_year_end_month,program_revenue_pct,volunteer_to_employee_ratio
431099929,GATEWAY HOMELESS SERVICES INC,MO,ST LOUIS,P,WWW.GATEWAY180.ORG,35,300,2575724.00,2361167.00,2495834.00,0.00,96.90,8,5,64300.00,8,8,"TO EMPOWER ADULTS AND FAMILIES TO BECOME INDEPENDENT AND PERMANENTLY HOUSED. THE ORGANIZATION PROVIDES SHELTER, FOOD, AND OTHER LIFE SUSTAINING MATERIALS AND ACTIVITIES FOR DESTITUTE FAMILIES, CHILDREN AND THE HOMELESS IN THE CITY OF ST. LOUIS.",12,0.0,8.57
201664531,IRAQ AND AFGHANISTAN VETERANS OF AMERICA,DC,WASHINGTON,P,WWW.IAVA.ORG,14,135,1337846.00,2703462.00,1232160.00,0.00,92.10,8,6,97678.00,8,8,"WE ARE THE LEADING VOICE OF THE POST-9/11 GENERATION OF VETERANS, AND WE BELIEVE THE DYNAMIC MEN AND WOMEN OF OUR COMMUNITY REPRESENT AMERICA'S FUTURE OUR NEXT GREATEST GENERATION. THEY ARE OUR TRUE NORTH, AND IAVA'S WORK IS DESIGNED TO ELEVATE THEM, SHED LIGHT ON THEIR CONCERNS, CENTER THEIR STORIES, AND FOSTER THEIR LEADERSHIP. IAVA INCREASES AWARENESS IN THE MEDIA, ON CAPITOL HILL, AND AMONG THE PUBLIC, LEADING THE CHARGE TO CHANGE THE LANDSCAPE FOR VETERANS TODAY. WE REPRESENT THE MORE THAN 3.5 MILLION VETERANS WHO HAVE SERVED SINCE 9/11. AT A TIME WHEN OUR VETERANS CONTINUE TO LEAD AND SET AN EXAMPLE OF WHAT IT MEANS TO SERVE, WE MUST ENSURE THEIR LEADERSHIP IS SEEN, HEARD, AND FELT BY THOSE WHO ARE DESPERATELY SEEKING MORE FROM THEIR LEADERS.",12,0.0,9.64
800640425,Puget Sound Goat Rescue & Adoption,WA,Enumclaw,D,www.pugetsoundgoatrescue.org,3,75,1708474.00,342952.00,1690708.00,14719.00,98.96,2,2,1700.00,8,8,"Puget Sound Goat Rescue is a charity that rescues goats from a variety of situations where they are unwanted, mistreated, neglected or abused. The goats are cared for at the rescue until they are ready to be adopted to permanent, loving homes.",12,0.9,25.00
383674666,LIBERTY YOUTH RANCH INC,FL,Bonita Springs,P,LibertyYouthRanch.org,8,50,1435183.00,1305171.00,1354805.00,0.00,94.40,41,24,1061700.00,8,8,"To provide residential care and education for boys and girls who, through no fault of their own, are in need of a home, a family, and the opportunity to be children. To support and care for vulnerable families, single moms, and widows, making an eternal difference. We base our concepts on a belief in God and the uniqueness, dignity, and inherent worth of each individual.",12,0.0,6.25
203380456,HOMELESS CHILDREN'S PLAYTIME PROJECT,DC,WASHINGTON,P,WWW.PLAYTIMEPROJECT.ORG,21,113,1129894.00,1411881.00,1090226.00,0.00,96.49,10,7,179525.00,8,8,"TO PROVIDE PLAY PROGRAMS FOR CHILDREN EXPERIENCING FAMILY HOUSING INSECURITY IN SHELTERS, SCHOOLS AND COMMUNITY SETTINGS.",12,0.0,5.38
770475165,HOMELESS GARDEN PROJECT,CA,SANTA CRUZ,P,www.homelessgardenproject.org,84,2963,1460783.00,1630271.00,881000.00,0.00,60.31,25,13,143200.00,8,8,TO PROVIDE TRANSITIONAL EMPLOYMENT/TRAINING OF PEOPLE EXPERIENCING HOMELESSNESS.,12,0.0,35.27
844149439,SHARE MY MEALS INC,NJ,PRINCETON,P,SHAREMYMEALS.ORG,18,150,2462475.00,2257127.00,2448854.00,0.00,99.45,31,9,288796.00,8,8,"ORIGINATING IN MERCER COUNTY IN 2020 WITH THE MISSION OF TACKLING BOTH FOOD INSECURITY AND FOOD WASTE, SHARE MY MEALS HAS SINCE EXPANDED ACROSS THE STATE OF NEW JERSEY. MORE THAN 994,000 NEW JERSEY RESIDENTS ARE FOOD-SECURE WHILE OVER 1.9 MILLION TONS OF FOOD ARE WASTED EACH YEAR ACROSS THE STATE. SHARE MY MEALS EXISTS TO ADDRESS BOTH OF THESE CHALLENGES, ENSURING THAT EXCESS MEALS ARE USED TO THEIR HIGHEST AND BEST POTENTIAL: TO FEED PEOPLE IN NEED.",12,0.0,8.33
752736992,NEWDAY SERVICES FOR CHILDREN,TX,FORT WORTH,P,WWW.NEWDAYSERVICES.ORG,49,14,1497785.00,1364236.00,1482298.00,14599.00,98.97,10,6,298369.00,8,8,"NEWDAY IMPACTS CHILDREN'S LIVES BY EMPOWERING THEIR PARENTS-OFFERING THEM HOPE AND INSPIRATION THROUGH PRACTICAL TOOLS AND LIFE COACHING. CLIENTS COME THROUGH THE COURTS, CHILD WELFARE AND COMMUNITY AGENCIES.",12,1.0,0.29
841471356,SUN VALLEY YOUTH CENTER INC,CO,DENVER,P,WWW.SUNVALLEYYOUTHCENTER.ORG,17,,1526618.00,1401438.00,1408147.00,1671.00,92.24,39,19,468607.00,8,8,"THE SUN VALLEY YOUTH CENTER EXISTS TO HELP YOUTH REACH THEIR GOD-GIVEN POTENTIAL THROUGH SPIRITUAL TRANSFORMATION, EDUCATION, AND SUSTAINABLE LIFE CHANGE.",12,0.1,
751555153,MEALS ON WHEELS NORTH CENTRAL TEXAS INC,TX,CLEBURNE,P,WWW.MOWNCT.ORG,37,540,3445502.00,2969247.00,3400841.00,22121.00,98.70,10,8,282950.00,8,8,"ORGANIZATION PROVIDES SERVICES TO SENIOR CITIZENS AND THE DISABLED, PRIMARILY THROUGH HOME-DELIVERED MEALS AND CONGREGATE MEALS.",9,0.6,14.59
541647219,THURMAN BRISBEN HOMELESS,VA,FREDERICKSBURG,P,WWW.BRISBENCENTER.ORG,34,513,1076823.00,1142631.00,1068530.00,0.00,99.23,8,5,60500.00,8,8,OUR MISSION IS TO PROVIDE TEMPORARY SHELTER AND EQUIP RESIDENTS FOR EMPLOYABILITY TO RESOLVE POVERTY AND OBTAIN HOUSING.,6,0.0,15.09
743067795,HOMES OF HOPE FOR CHILDREN INC,MS,PURVIS,P,WWW.HOHFC.ORG,20,14,1467842.00,1591613.00,1332953.00,0.00,90.81,21,10,383650.00,8,8,"TO SERVE CHILDREN IN CRISIS THROUGHOUT MISSISSIPPI BY PROVIDING STRONG, CHRISTIAN HOMES TO EVERY CHILD WHO LIVES ON CAMPUS WHILE ENSURING THAT EACH CHILD IS LOVED UNCONDITIONALLY AND HAS THEIR PHYSICAL, SPIRITUAL, AND EMOTIONAL NEEDS MET.",12,0.0,0.70
710492205,ARKANSAS ADVOCATES FOR CHILDREN,AR,LITTLE ROCK,P,WWW.ARADVOCATES.ORG,26,192,2251862.00,2304843.00,2180852.00,2000.00,96.85,13,5,998500.00,8,8,"ADVOCATING FOR THE DEVELOPMENT AND IMPLEMENTATION OF DATA-DRIVEN PUBLIC POLICY THAT IMPROVES CHILD WELL-BEING IN ARKANSAS, WITH A FOCUS ON ECONOMIC SECURITY, EDUCATION, HEALTH, EARLY CHILDHOOD, CHILD WELFARE, JUVENILE JUSTICE, AND RACIAL EQUITY.",12,0.1,7.38
262548690,YOUTH MAKING A DIFFERENCE,CA,EL DORADO HILLS,O,HTTPS://WWW.HANDS4HOPEYOUTH.ORG/,13,881,689369.00,712069.00,668162.00,19740.00,96.92,0,0,0,8,8,OUR MISSION IS TO INSPIRE AND EMPOWER YOUTH IN LEADERSHIP AND SERVICE. WE DO THIS BY GIVING YOUTH A PLATFORM TO MAKE THEIR VOICES HEARD ON ISSUES AFFECTING OUR COMMUNITIES AND PROVIDING THEM (SEE SCHEDULE O),12,2.9,67.77
161770367,MEN & WOMEN UNITED FOR YOUTH &,NC,DELCO,P,WWW.MENANDWOMENUNITED.COM,46,11,2343562.00,1669343.00,2339864.00,2532.00,99.84,3,1,98800.00,11,7,"TO PROMOTE PERSONAL AND FAMILY DEVELOPMENT THROUGH EDUCATION AND GIVE MEN, WOMEN AND CHILDREN THE NECESSARY TOOLS TO BECOME ECONOMICALLY SELF- SUFFICIENT THROUGH PROGRAMS THAT PROVIDE JOB SKILLS, LEADERSHIP SKILLS, HANDS ON TRAINING, COMMUNICATION PRESENTATION, CRITICAL THINKING SKILLS AND A NETWORK OF FRIENDS TO HELP THEM GROW INTO BECOMING STRONG LEADERS WITHIN THEIR COMMUNITIES.",12,0.1,0.24
825453821,Verde Valley Homeless Coalition,AZ,Cottonwood,P,www.verdevalleyhomelesscoalition.com,9,2,1193920.00,301971.00,1200675.00,0.00,100.57,3,2,63500.00,11,7,"Community emergency homeless shelter, transitional housing & outreach services",12,0.0,0.22
473060566,HOMELESS CHILDREN'S FOUNDATION OF,FL,VERO BEACH,P,WWW.HCFIRC.COM,6,,1273838.00,843232.00,1242571.00,0.00,97.55,3,2,26000.00,11,7,"THE MISSION OF THE HOMELESS CHILDREN'S FOUNDATION OF INDIAN RIVER COUNTY IS TO MAKE GRANTS TO OR FOR THE BENEFIT OF HOMELESS CHILDREN, INCLUDING TO FUND THEIR ATTENDANCE AT SUMMER CAMPS, SCHOOL BREAK CAMPS, BEFORE AND AFTER SCHOOL PROGRAMS, AND FOR SCHOOL UNIFORMS.",12,0.0,
522114748,GLOBAL CHILDREN FOUNDATION INC,CA,SAN FRANCISCO,P,www.globalchildren.org,1,350,1204641.00,1084668.00,606990.00,0.00,50.39,3,3,18000.00,11,7,"To provide assistance to children around the world who need food, education and medical attention.",12,0.0,350.00
112516151,Youth & Family Counseling Agency of Oyster Bay - East Norwich Inc,NY,Oyster Bay,P,www.yfcaoysterbay.org,21,2,1001784.00,1155983.00,917996.00,62456.00,91.64,3,2,10500.00,11,7,Provides a wide range of health and social welfare services designed to strengthen the lives of individuals and families of the hamlet of Oyster Bay and its surrounding communities.,12,6.2,0.10
852764190,Homeless Action Sonoma Inc,CA,Sonoma,P,www.hassonoma.org,22,39,516291.00,698206.00,515891.00,400.00,99.92,3,2,105000.00,10,7,"To end homelessness in Sonoma, California.",12,0.1,1.77
770324714,ESTRELLA WARBIRDS MUSEUM INC,CA,PASO ROBLES,A,www.ewarbirds.org,6,72,2024107.00,524464.00,1721229.00,191932.00,85.04,3,2,3060.00,10,7,RESTORATION AND DISPLAY OF VINTAGE MILITARY AIRCRAFT.,12,9.5,12.00
770144133,MADERA RESCUE MISSION INC,CA,MADERA,P,http://maderarm.org/,13,,1215723.00,1139642.00,1178619.00,0.00,96.95,4,3,28500.00,10,7,"THE RESCUE MISSION PROVIDES SERVICES TO THE HOMELESS POPULATION IN MADERA COUNTY IN CALIFORNIA. IT PROVIDES HOUSING FOR MEN, WOMEN, AND FAMILIES ON AN EMERGENCY SHORT-TERM BASIS. IT ALSO OPERATES A REHABILITATION PROGRAM FOR MEN AND WOMEN.",12,0.0,
474612289,LAKE CITY PARTNERS ENDING HOMELESSNESS,WA,Seattle,P,https://lakecitypartners.org/,61,20,2993408.00,2474267.00,2983464.00,0.00,99.67,3,2,23500.00,10,7,"Our mission is to end homelessness by providing shelter and supportive services, so that people have increased opportunities for stabilization, recovery, and permanent housing. We activate our mission by providing shelter, outreach, and client services in the North Seattle/King County area.",12,0.0,0.33
910726260,YOUTH AND FAMILY LINK,WA,LONGVIEW,P,WWW.LINKPROGRAM.ORG,80,16,1976561.00,2324023.00,1855846.00,61279.00,93.89,3,3,41861.00,10,7,"TO PROMOTE POSITIVE CHANGE IN A CHILD AND FAMILY'S LIFE BY ENGAGING AND LINKING THEM TO RESOURCES THAT WILL RESULT IN SUCCESS IN SCHOOL, HAVING POSITIVE FRIENDS, A HEALTHY HOME LIFE AND BEING INVOLVED IN POSITIVE ACTIVITIES.",12,3.1,0.20
911634652,WEST COLUMBIA GORGE HUMANE SOCIETY,WA,WASHOUGAL,D,WCGHS.ORG,12,210,1045990.00,866467.00,897705.00,175233.00,85.82,3,1,1730.00,9,7,TO SAVE THE LIVES OF PETS AND PROVIDE RESOURCES THAT KEEP PETS AND THEIR PEOPLE TOGETHER.,12,16.8,17.50
911001680,CORBIN SENIOR ACTIVITY CENTER,WA,SPOKANE,P,CORBINSENIORCENTER.ORG,8,90,836044.00,938100.00,594949.00,186393.00,71.16,3,2,40300.00,9,7,"OUR MISSION IS HELPING OLDER ADULTS ENGAGE, ENRICH AND EMPOWER THEIR LIVES THROUGH WELLNESS, SOCIAL, AND RECREATIONAL ACTIVITIES AS WELL AS EDUCATIONAL PROGRAMS AND SERVICES THROUGHOUT THE COMMUNITY.",12,22.3,11.25
954401305,EDUCATING STUDENTS TOGETHER INC,CA,LOS ANGELES,B,ESTCAP.ORG,9,0,1762667.00,1638627.00,1770373.00,0.00,100.44,14,10,270200.00,9,7,"EDUCATING STUDENTS TOGETHER, INCORPORATED IS A NONPROFIT DEDICATED TO BREAKING THE CYCLE OF POVERTY AND IMPROVING THE QUALITY OF LIFE FOR FOSTER AND LOW-INCOME YOUTH BY HELPING THEM ACCESS AND COMPLETE POST-SECONDARY EDUCATION.",12,0.0,
954845105,YOUTH MENTORING CONNECTION,CA,LOS ANGELES,B,WWW.YOUTHMENTORING.ORG,13,450,1867982.00,1396669.00,1689479.00,178503.00,90.44,13,9,440700.00,9,7,"THE MISSION OF YOUTH MENTORING CONNECTION IS TO TRANSFORM THE LIVES OF AT-RISK YOUTH BY CARING FOR THEIR WOUNDS AND SHINING A LIGHT ON THEIR GIFTS THROUGH AN ONGOING MENTORING COMMUNITY, CREATIVE EXPRESSION, AND LIFE-CHANGING EXPERIENCES; THUS INSPIRING THEM TO BECOME THRIVING ADULTS. OUR VISION IS OF A COMMUNITY THAT BRINGS VITAL CONNECTION, LOVE, AND HEALING INTO THE LIVES OF AT-RISK YOUTH.",6,9.6,34.62
911399742,Women & Children's Free Restaurant &,WA,Spokane, ,www.wcfrspokane.org,14,339,2344771.00,2096738.00,2238397.00,0.00,95.46,0,0,0,9,7,We help meet the nutritional and social needs of low-income women and children in Spokane County by providing healthy meals at no charge at the restaurant and through partner agencies.,12,0.0,24.21
271645847,ZEBRA YOUTH INC,FL,ORLANDO,O,WWW.ZEBRAYOUTH.ORG,14,10,1629160.00,1200776.00,1623907.00,0.00,99.68,3,3,5373.00,9,7,SEE PART I LINE 1,12,0.0,0.71
264441142,PENDLETON CHILDRENS CENTER,OR,PENDLETON,O,WWW.PENDLETONCHILDRENSCENTER.ORG,17,,1382486.00,866741.00,1362211.00,0.00,98.53,3,3,62500.00,9,7,"TO PROVIDE HIGH-QUALITY CARE, AS AFFORDABLY AS POSSIBLE, FOR INFANTS, TODLLERS AND PRESCHOLLERS, IN A SAFE, NURTURING AND EDUCATIONAL ENVIRONMENT TO ENHANCE THE ECONOMIC VITAILY OF PENDLETON AND SURROUNDING RURAL COMMUNITIES.",12,0.0,
431491803,CHILDREN'S MIRACLE NETWORK OF GREATER ST,MO,MANCHESTER,H,WWW.CMN-STL.ORG,5,337,3154249.00,2997983.00,3150367.00,0.00,99.88,1,1,500.00,9,7,"IMPACTING THE LIVES OF HOSPITALIZED CHILDREN AND THEIR FAMILIES BY RAISING FUNDS AND AWARENESS EQUALLY BENEFITING OUR MEMBER HOSPITALS, ST. LOUIS CHILDREN'S HOSPITAL AND SSM HEALTH CARDINAL GLENNON CHILDREN'S HOSPITAL. FUNDS ARE USED FOR PATIENT CARE AND SERVICES, RENOVATIONS, EXPANSION AND COMMUNITY OUTREACH PROGRAMS.",12,0.0,67.40
330380021,FOR THE CHILDREN,CA,SANTA ANA,N,FORTHECHILDREN.ORG,17,12620,1734226.00,1828888.00,1193882.00,227185.00,68.84,8,5,135976.00,9,7,"TO TRANSFORM LIVES AND COMMUNITIES BY PROVIDING AN ARRAY OF PROGRAMS, ALL DIRECTED TOWARD CHANGING THE LIVES OF CHILDREN IN THE FOSTER CARE SYSTEM AIMED TO PREVENT ACADEMIC FAILURE, DRUG ABUSE, TEEN PREGNANCY, SEX TRAFFICKING, HOMELESSNESS, AND INCARCERATION.",12,13.1,742.35
383078577,MICHIGAN'S CHILDREN,MI,LANSING,P,WWW.MICHIGANSCHILDREN.ORG,7,11,870709.00,737506.00,878200.00,0.00,100.86,3,1,915000.00,9,7,TO ENSURE THAT POLICYMAKERS PRIORITIZE THE NEEDS OF THE MOST CHALLENGED CHILDREN FROM CRADLE TO CAREER.,12,0.0,1.57
351038532,Rescue Incorporated,IN,South Bend,L,www.hopesb.org,45,900,2355049.00,2492056.00,2328284.00,0.00,98.86,3,1,5500.00,9,7,"PROVIDE FOOD, SHELTER, AND SUPPORT (THROUGH BIBLE STUDY, SUPPORT GROUPS, EDUCATION, CHILDCARE, AND TRAINING) FOR PERSONS WHO TEMPORARILY DO NOT HAVE RESOURCES TO PROVIDE FOR THEMSELVES.",6,0.0,20.00
141506519,Warwick Valley Humane Society Inc,NY,Warwick,D,N/A,9,30,1089608.00,671363.00,1063439.00,10181.00,97.60,3,3,201000.00,9,7,Operation of Animal Shelter,12,0.9,3.33
201011222,THE COCOON SHELTER,OH,BOWLING GREEN,P,WWW.THECOCOON.ORG,34,23,2203804.00,1791832.00,2111967.00,0.00,95.83,5,2,119594.00,9,7,"THE COCOON EXISTS TO PROVIDE SAFETY, HEALING, AND JUSTICE ACROSS THE LIFESPAN FOR SURVIVORS OF DOMESTIC AND SEXUAL VIOLENCE, THEIR CHILDREN, AND ALL OF THOSE AFFECTED BY ABUSE. WE WORK TO EDUCATE AND INCREASE AWARENESS ABOUT ABUSE AND COMMIT TO BUILDING A COMPASSIONATE AND SAFE COMMUNITY.",12,0.0,0.68
800716359,JEWISH GRADUATE STUDENT INITIATIVE,CA,LOS ANGELES,B,WWW.THEJGSI.ORG,19,350,2129738.00,1883496.00,2088136.00,0.00,98.05,38,27,716857.00,9,7,"TO SUPPORT JEWISH LIFE ON GRADUATE SCHOOL CAMPUSES AND TO CONNECT JEWISH GRADUATE STUDENTS, ALUMNI, AND EXECUTIVES TO THEIR HERITAGE AND THE GREATER JEWISH COMMUNITY.",8,0.0,18.42
800340771,VASHON-MAURY SENIOR CENTER,WA,Vashon,P,www.vashoncenter.org,10,200,558475.00,607129.00,445534.00,37039.00,79.78,3,1,15000.00,9,7,"The organization provides recreational and social activities, meals and social services for senior citizens regardless of ability to pay or membership status.",12,6.6,20.00
202411077,Gunilda Rianda Senior Center Association,CA,St Helena,P,www.riandahouse.org,18,91,1900979.00,786742.00,1838573.00,1425.00,96.72,8,2,46696.00,9,7,"Rianda House is committed to providing UpValley seniors with programs, support services and experiences that stimulate minds, strengthen bodies and promote independent living through education, recreation and social involvement.",12,0.1,5.06
521332737,BELIEVE IN TOMORROW NATIONAL CHILDREN'S,MD,BALTIMORE,E,WWW.BELIEVEINTOMORROW.ORG,15,250,2452606.00,1845621.00,1641880.00,0.00,66.94,5,3,2354.00,9,7,"THE BELIEVE IN TOMORROW CHILDREN'S FOUNDATION PROVIDES EXCEPTIONAL HOSPITAL AND RESPITE HOUSING SERVICES TO CRITICALLY ILL CHILDREN AND THEIR FAMILIES. WE BELIEVE IN KEEPING FAMILIES TOGETHER DURING A CHILD'S MEDICAL CRISIS, AND THAT THE GENTLE CADENCE OF NORMAL FAMILY LIFE HAS A POWERFUL INFLUENCE ON THE HEALING PROCESS. WE BELIEVE THAT THE HIGHEST STANDARDS OF SERVICE AND UNPARALLELED HOSPITALITY HELP TO CREATE A UNIQUE HEALING ENVIRONMENT, WHERE FAMILIES FIND HOPE AND COMFORT.",12,0.0,16.67
270447475,KITSAP RESCUE MISSION,WA,BREMERTON,L,KITSAPRESCUE.ORG,23,18,1828540.00,1837400.00,1792245.00,0.00,98.02,3,1,2000.00,9,7,"MOTIVATED BY OUR FAITH IN CHRIST, OUR MISSION IS TO BUILD A COMMUNITY ON THE KITSAP PENINSULA THAT CARES FOR THOSE EXPERIENCING HOMELESSNESS.",12,0.0,0.78
274560912,YOUTH MENTORING ACTION NETWORK,CA,Claremont,B,YMAN.ORG,8,0,1981395.00,1521876.00,1892656.00,82000.00,95.52,17,7,2230800.00,9,7,"A youth organization that facilitates transformative MENTORING, EDUCATION, and WELLNESS opportunities for young people.",12,4.1,
832711117,STRONGHOLD RESCUE & RELIEF,WI,MENOMONEE FALLS,P,STRONGHOLDRESCUE.ORG,6,2,2706662.00,2655357.00,2701593.00,0.00,99.81,5,3,2638.00,9,7,WE PROTECT AND CARE FOR FAMILIES IN CONFLICT ZONES.,12,0.0,0.33
330374224,Valley Restart Shelter Inc,CA,Hemet,L,www.valleyrestart.org,21,1591,1522754.00,972730.00,1522376.00,0.00,99.98,5,3,6689.00,8,7,"To provide temporary facilities for necessities of life and for re-entry as a productive member of society, for both the employable homeless adult and his/her family.",6,0.0,75.76
472023186,GOD'S DOGS RESCUE,TX,VON ORMY,P,WWW.GODSDOGSRESCUE.ORG,29,633,1665024.00,2248354.00,977547.00,612915.00,58.71,8,5,7880.00,8,7,ANIMAL RESCUE,12,36.8,21.83
363195879,NATIONAL VIETNAM VETERANS ART MUSEUM,IL,CHICAGO, ,WWW.NVAM.ORG,3,50,1333061.00,407367.00,1314358.00,1347.00,98.60,0,0,0,8,7,"THE NATIONAL VETERANS ART MUSEUM FOSTERS GREATER UNDERSTANDING OF THE REAL IMPACT OF WAR. THE MUSEUM COLLECTS, PRESERVES & EXHIBITS ART INSPIRED BY COMBAT & CREATED BY VETERANS.",12,0.1,16.67
300136132,CARE FOR CHILDREN,KS,LEAWOOD,O,WWW.CAREFORCHILDREN.COM,1,,1122109.00,1097377.00,1122109.00,0.00,100.00,3,2,96000.00,8,7,WE PARTNER WITH GOVERNMENTS IN ASIA TO HELP CREATE A POSITIVE ALTERNATIVE TO INSTITUTIONAL CARE THROUGH LOCAL FAMILY-BASED CARE FOR DISADVANTAGED CHILDREN.,12,0.0,
300247823,AMERICAN FOUNDATION FOR CHILDREN,PA,HARRISBURG,H,WWW.AFCAIDS.ORG,1,212,1661871.00,1490175.00,1661711.00,0.00,99.99,2,1,175000.00,8,7,"THE AMERICAN FOUNDATION FOR CHILDREN WITH AIDS (AFCA) IS A NON-PROFIT ORGANIZATION PROVIDING CRITICAL COMPREHENSIVE SERVICES TO INFECTED AND AFFECTED HIV+ CHILDREN AND THEIR CAREGIVERS. OUR PROGRAMS ARE EFFICIENT, PROMOTING SELF-RELIANCE AND SUSTAINABILITY. SINCE 2005, IN COLLABORATION WITH OUR IN-COUNTRY PARTNERS, WE HAVE SERVED TENS OF THOUSANDS OF FAMILIES IN SOME OF THE MOST UNDERSERVED AND MARGINALIZED COMMUNITIES IN AFRICA. OUR AREAS OF IMPACT INCLUDE: MEDICAL SUPPORT, LIVELIHOODS, EDUCATIONAL SUPPORT AND EMERGENCY RELIEF. CURRENTLY, AFCA IS TRANSFORMING LIVES IN KENYA, MALAWI, UGANDA, ZIMBABWE, AND THE DEMOCRATIC REPUBLIC OF CONGO.",12,0.0,212.00
770064507,MEALS ON WHEELS OF THE SALINAS VALLEY,CA,SALINAS,K,WWW.MOWSALINAS.ORG,8,125,1474828.00,1436151.00,1348479.00,0.00,91.43,4,3,30000.00,8,7,"NO SENIOR SHOULD GO HUNGRY. NUTRITIOUS MEALS, WHICH ARE DELIVERED BY CARING VOLUNTEERS, IMPROVE THE HEALTH AND WELL-BEING OF PEOPLE WHO ARE HOMEBOUND, ELDERLY, OR DISABLED AND HELP THEM REMAIN IN THEIR HOMES AND MAINTAIN THEIR INDEPENDENCE.",6,0.0,15.63
581451180,THE CENTER FOR CHILDREN & YOUNG ADULTS,GA,MARIETTA,P,WWW.CCYAKIDS.ORG,84,398,2449389.00,2955699.00,2259161.00,0.00,92.23,5,3,113000.00,8,7,"THE CENTER FOR CHILDREN & YOUNG ADULTS MISSION IS TO PROVIDE SAFE AND SUITABLE HOUSING, YOUTH DEVELOPMENT ACTIVITIES AND COMPREHENSIVE SUPPORTIVE HOUSING FOR AT-RISK HOMELESS YOUTH WHO HAVE BEEN ABANDONED, ABUSED, NEGLECTED AND/OR SEXUALLY EXPLOITED.",12,0.0,4.74
452826416,CHILDREN'S HOPE,AL,MONTGOMERY,P,WWW.CHILDRENS-HOPE.COM,0,80,1282262.00,1477713.00,1254239.00,12388.00,97.81,4,2,2500.00,8,7,"TO ENGAGE THE CHURCH IN CARRYING OUT GOD'S COMMAND TO CARE FOR ORPHANS, EDUCATE CHILDREN, AND SPREAD THE GOSPEL OF JESUS CHRIST.",12,1.0,
232722494,MARY'S SHELTER,PA,READING,P,WWW.MARYSSHELTER.ORG,37,19,1601463.00,1505373.00,1442768.00,145477.00,90.09,6,3,3880.00,8,7,"MARY'S SHELTER IS A MULTIFACETED COMPREHENSIVE HOUSING AND SOCIAL SERVICE AGENCY THAT ADDRESSES PREGNANCY, PARENTING AND YOUTH HOMELESSNESS THROUGH PROACTIVE PREVENTATIVE WORK, CRISIS INTERVENTION SERVICES AND STABILIZATION BACK INTO THE COMMUNITY.",12,9.1,0.51
841601705,YOUTHENTITY,CO,CARBONDALE,B,WWW.YOUTHENTITY.ORG,24,1,1179132.00,1108808.00,1176511.00,11450.00,99.78,14,10,353050.00,8,7,EMPOWERING YOUTH TO SUCCEED IN LIFE THROUGH FINANCIAL EDUCATION AND CAREER READINESS.,12,1.0,0.04
832501756,Every Shelter Inc,TX,Houston,B,www.everyshelter.org,7,6,1074606.00,849763.00,1110541.00,0.00,103.34,12,6,203008.00,8,7,"Every Shelter's mission is to build a localized refugee-aid ecosystem centered around the needs, preferences, and aspirations of refugees.",12,0.0,0.86
650918564,CHILDREN'S BEREAVEMENT CENTER INC,FL,MIAMI,B,CHILDBEREAVEMENT.ORG,5,91,1246394.00,1127750.00,1225476.00,10133.00,98.32,13,10,197700.00,8,7,"OUR MISSION IS TO EMPOWER CHILDREN, TEENS, ADULTS, AND FAMILIES TO ADJUST TO LIFE AFTER THE LOSS OF A LOVED ONE WITHIN A SUPPORTIVE COMMUNITY OF THEIR PEERS AND TO PROMOTE HEALTHFUL GRIEF, HEALING, AND GROWTH.",6,0.8,18.20
273029219,FOUNDATION FOR TACOMA STUDENTS,WA,TACOMA,B,WWW.GRADUATETACOMA.ORG,24,19,2830190.00,4164096.00,2707412.00,63736.00,95.66,31,15,837953.00,8,7,"TO INCREASE BY 50% BOTH THE GRADUATION RATE OF TACOMA PUBLIC SCHOOLS STUDENTS AND THOSE WHO COMPLETE A COLLEGE DEGREE OR TECHNICAL CERTIFICATE. SUCCESS WILL REQUIRE MEASURING AND CLOSING GAPS IN ACCESS, OPPORTUNITIES AND ACHIEVEMENT FOR ALL STUDENTS FROM CRADLE TO COLLEGE AND CAREER.",12,2.3,0.79
273071348,Houston Golf Association Youth Program,TX,Houston,N,www.firstteegreaterhouston.org,13,230,1143529.00,1433756.00,802284.00,165039.00,70.16,9,6,72500.00,8,7,"The First Tee of Greater Houston provides educational programs whereby adult mentors positively impact the lives of young people in the Houston area by building character, instilling life-enhancing values, and promoting healthy choices through the game of golf.",12,14.4,17.69
274171720,TMR RESCUE INC,TX,PLANTERSVILLE,D,TMRRESCUE.COM,0,,1261688.00,1271097.00,1261688.00,0.00,100.00,3,2,2200.00,8,7,RESCUE AND CARE OF ABANDONED HORSES AND DONKEYS,12,0.0,
823507701,ARTHURS ACRES ANIMAL SANCTUARY CORPORATION,NY,PARKSVILLE,D,ARTHURSACRESANIMALSANCTUARY.ORG,4,30,1143357.00,567084.00,1113253.00,0.00,97.37,3,3,25103.00,8,7,PIG AND ANIMAL FARM AND SANCTUARY,12,0.0,7.50
943329611,Groceries for Seniors,CA,San Francisco,K,groceriesforseniors.org,5,0,1084235.00,1164659.00,1084004.00,0.00,99.98,5,4,71000.00,8,7,To provide our elderly clients with the food they need to stay healthy and remain living independently in the community.,12,0.0,
