foundation_ein,foundation_name,foundation_state,match_score,match_logit,match_probability,match_rank,same_state,semantic_sim
943116041,The Upjohn Fund of San Francisco,DE,1008.3,1008.3041491434246,1.0,1,False,0.0
811344384,GARY E MILGARD FAMILY FOUNDATION-LORI,WA,943.84,943.835302691538,1.0,2,False,0.0
946073636,MARINI FAMILY TRUST,NV,852.26,852.262540521168,1.0,3,False,0.0
920504697,Barr-Campbell Family Foundation Inc,DE,852.1,852.0980937045994,1.0,4,False,0.0
956255900,KUEHN TRUMAN C TUA,NV,837.49,837.4908430456047,1.0,5,False,0.0
956030315,PORTER JOHN W TUW,NV,831.33,831.329815966917,1.0,6,False,0.0
510148314,STROBEL C EDWARD & EDITH TUA,NV,798.54,798.538117069292,1.0,7,False,0.0
956062009,MAYR GEORGE H - MAIN,MO,796.22,796.2186948371696,1.0,8,False,0.0
956944277,JAMES B PENDLETON CHARITABLE TRUST,WA,785.96,785.9618361208024,1.0,9,False,0.0
957064609,SANFORD ANDERSON CHARITABLE FOUNDATION,TX,780.48,780.4837434452135,1.0,10,False,0.0
263456559,STAHLBERG JOSEPH H FOUNDATION,NV,772.13,772.1300305787745,1.0,11,False,0.0
205632706,GAINEY FOUNDATION,WI,762.6,762.6020981865876,1.0,12,False,0.0
943339119,TOUCHPOINT FOUNDATION - HOST,NJ,758.97,758.9677137935047,1.0,13,False,0.0
943368338,Westly Foundation,DE,756.16,756.1552838692505,1.0,14,False,0.0
954187111,JACOBS FAMILY FOUNDATION,CA,742.75,742.746491831326,1.0,15,True,0.0
954019288,HAROLD R SWANTON AND WINIFRED SWANTON,WI,723.99,723.9914184218028,1.0,16,False,0.0
597246019,ETHEL FRENDS CHARITABLE FOUNDATION,TX,723.37,723.3742302505925,1.0,17,False,0.0
306268353,WALTER J & HOLLY O THOMSON CHARITABLE,TX,700.13,700.1317616799873,1.0,18,False,0.0
954438839,CARL W JOHNSON FOUNDATION,CA,694.11,694.1098578755649,1.0,19,True,0.0
833306050,The Hafif Foundation,CA,694.09,694.0876046885915,1.0,20,True,0.0
306265990,GRIFFITHS G H & O J CHAR FDN,WI,689.06,689.0560741640752,1.0,21,False,0.0
462386250,The Goldwin Foundation,NE,685.6,685.6040823995527,1.0,22,False,0.0
271878882,A GARY ANDERSON FAMILY FOUNDATION,NV,684.59,684.5888984580126,1.0,23,False,0.0
853634310,THE MYRON AND MARY PAT MCCALL FAMILY FOU,FL,678.7,678.6983870037648,1.0,24,False,0.0
874127520,ROHDE FAMILY FOUNDATION,CA,673.2,673.195191111413,1.0,25,True,0.0
510141231,THE PARKER FOUNDATION,CA,671.2,671.2024122619156,1.0,26,True,0.0
943305664,The Roy and DAun Goble Foundation,CA,666.93,666.9285937352787,1.0,27,True,0.0
943318485,Thelma Doelger Trust for Animals,CA,665.48,665.4806393251328,1.0,28,True,0.0
953820054,HEFFLEFINGER SCHOLARSHIP FUND,TX,663.63,663.6280317225884,1.0,29,False,0.0
261416819,The Hubbard Family Foundation Inc,CA,660.69,660.68706463051,1.0,30,True,0.0
900653262,PHYLLIS C WATTIS FOUNDATION,CA,657.37,657.3710080346896,1.0,31,True,0.0
330709977,THE MANZANITA FOUNDATION,NY,655.96,655.9568661818146,1.0,32,False,0.0
436535574,JOE AND KIM BOSWELL FOUNDATION INC,MO,651.31,651.3102722492434,1.0,33,False,0.0
956089998,THE AHMANSON FOUNDATION,CA,650.34,650.3401466066999,1.0,34,True,0.0
956527634,STEWART LAURA MAY T U W,NJ,649.73,649.7316566183339,1.0,35,False,0.0
946069482,THE ZELLERBACH FAMILY FOUNDATION,CA,646.58,646.5755862298362,1.0,36,True,0.0
776070540,LATKIN CHARITABLE FOUNDATION,WI,645.86,645.856595392245,1.0,37,False,0.0
956085895,THE RALPH M PARSONS FOUNDATION,CA,642.83,642.8326744410227,1.0,38,True,0.0
954292101,THE CALIFORNIA WELLNESS FOUNDATION,CA,635.51,635.5100021624726,1.0,39,True,0.0
946073762,ANNUNZIATA SANGUINETTI FOUNDATION,MO,634.97,634.9688744428076,1.0,40,False,0.0
823797469,ROBERT AND JANICE SCOTT FOUNDATION,CA,634.2,634.1958039006897,1.0,41,True,0.0
942955164,MARGOES FOUNDATION,CA,630.37,630.369876264406,1.0,42,True,0.0
205150383,HIND FOUNDATION,CA,630.28,630.2750935723077,1.0,43,True,0.0
941196182,BOTHIN FOUNDATION,CA,628.46,628.4593059774536,1.0,44,True,0.0
946075613,ATKINSON FOUNDATION,CA,627.51,627.5052022209626,1.0,45,True,0.0
273867635,HOLLEMAN ROY & MARIAN FDN-MAIN,NV,626.27,626.2709485978645,1.0,46,False,0.0
956495222,STERN SIDNEY MEMORIAL TUW,MO,624.11,624.1102712152469,1.0,47,False,0.0
911544328,FISCHER FAMILY FUND,OR,620.62,620.6192029279914,1.0,48,False,0.0
272532631,THE WAGNER FOUNDATION,NV,619.62,619.6186085359874,1.0,49,False,0.0
943219107,SAND HILL FOUNDATION,CA,616.61,616.6129423622256,1.0,50,True,0.0
942781744,FREIDENRICH FAMILY FOUNDATION,CA,615.33,615.3336984752912,1.0,51,True,0.0
223269912,CRISSMAN FAMILY CHARITABLE,NJ,614.95,614.9486771271684,1.0,52,False,0.0
872094183,Sweet Geeks Foundation,TX,608.5,608.5011104416876,1.0,53,False,0.0
912169259,THE RAZI FAMILY FOUNDATION,CA,606.37,606.3720463219948,1.0,54,True,0.0
953201177,WARREN FAMILY FOUNDATION,CA,603.39,603.3934405139829,1.0,55,True,0.0
680438112,INTERNATIONAL CHILDREN'S DREAM,NV,603.23,603.2309080734043,1.0,56,False,0.0
436535572,AMIE BOSWELL FOUNDATION INC,MO,603.09,603.0921597096203,1.0,57,False,0.0
943345967,BELLA VISTA FOUNDATION,CA,602.89,602.8882727573601,1.0,58,True,0.0
464009968,BETHLEHEM FOUNDATION - AGY MAIN,CA,600.74,600.7442739458976,1.0,59,True,0.0
941624987,KORET FOUNDATION,CA,600.27,600.2680234513762,1.0,60,True,0.0
954620925,JUDITH W DAVIS FOUNDATION,ID,599.33,599.3256570313652,1.0,61,False,0.0
946069873,THE WILLIAM G IRWIN CHARITY FOUNDATION,CA,598.79,598.7888208174877,1.0,62,True,0.0
203216993,THE CONRAD PREBYS FOUNDATION,CA,594.19,594.1864777911859,1.0,63,True,0.0
942822302,CALIFORNIA PHYSICIANS' SERVICE FDN,CA,590.38,590.3835370757079,1.0,64,True,0.0
954487544,THE MARK HUGHES FOUNDATION,CA,589.56,589.5611032298401,1.0,65,True,0.0
271527514,KEVIN AND MASHA KEATING FAMILY,VA,584.56,584.5574779644066,1.0,66,False,0.0
043473310,THE CRAWFORD IDEMA FAMILY,MA,584.29,584.2897374566858,1.0,67,False,0.0
226055155,HEKEMIAN FOUNDATION,NJ,583.5,583.4962848274125,1.0,68,False,0.0
770242953,THE MCCUNE FOUNDATION,CA,581.48,581.476497584984,1.0,69,True,0.0
113729246,THE BENGIER FOUNDATION,CA,579.43,579.4289727495432,1.0,70,True,0.0
261851830,THE YINCHIN FOUNDATION,CA,578.03,578.0321955064765,1.0,71,True,0.0
237425882,THE AIDLIN FOUNDATION,CA,577.02,577.0235774379531,1.0,72,True,0.0
942506257,THE BERNARD OSHER FOUNDATION,CA,575.81,575.8076347832613,1.0,73,True,0.0
841408199,GEORGE AND BETH WOOD FOUNDATION,CA,575.3,575.2971906805737,1.0,74,True,0.0
831421335,The Joseph Tse Charitable Works,CA,575.08,575.0772452793763,1.0,75,True,0.0
956062058,BULL HENRY W FOUNDATION,WI,571.35,571.3542571472925,1.0,76,False,0.0
956093178,JOSEPH DROWN FOUNDATION,CA,571.02,571.0160931987664,1.0,77,True,0.0
366125570,Esper A Petersen Foundation,IL,570.89,570.8948280057836,1.0,78,False,0.0
882827921,ANDY WANG FAMILY FOUNDATION,CA,570.8,570.8010034224951,1.0,79,True,0.0
943129626,MAREE NOBLE-ELIZABETH STUMPF MEMORIAL,WA,570.11,570.1087556840358,1.0,80,False,0.0
770348912,THE SOBRATO FAMILY FOUNDATION,CA,568.97,568.9680449788195,1.0,81,True,0.0
262992045,BRITTINGHAM FAMILY FOUNDATION,CA,568.81,568.809643435089,1.0,82,True,0.0
330643458,THE CUSHMAN FOUNDATION,CA,568.27,568.2716466308368,1.0,83,True,0.0
942460896,ARRILLAGA FOUNDATION,CA,567.24,567.2377007858804,1.0,84,True,0.0
237142181,STELLA B GROSS CHARITABLE TRUST,IL,566.35,566.3547855733967,1.0,85,False,0.0
330779894,HUTTON FOUNDATION,CA,565.83,565.8274702876818,1.0,86,True,0.0
770437521,WATERFORD FOUNDATION,CA,564.79,564.7942271367199,1.0,87,True,0.0
371748608,PEERS NETWORK,CA,563.1,563.1031669614384,1.0,88,True,0.0
943155521,GGS FOUNDATION,CA,562.99,562.9886945393938,1.0,89,True,0.0
770549288,THE ALLISON LEE CONDIT FOUNDATION,CA,561.98,561.9847295192882,1.0,90,True,0.0
208731101,THE DONALD T STERLING CHARITABLE,CA,561.78,561.7813771238026,1.0,91,True,0.0
946062859,THE FRED GELLERT FAMILY FOUNDATION,CA,559.88,559.8816986669917,1.0,92,True,0.0
203283739,ULULANI FOUNDATION,HI,559.15,559.1516071686658,1.0,93,False,0.0
464770889,KRAKAUER JOHN CHARITABLE TR,NV,558.85,558.8505025565029,1.0,94,False,0.0
862217899,RAJAM FAMILY FOUNDATION,DE,558.09,558.0904063656287,1.0,95,False,0.0
954797873,PETER AND CANDIS DOERKEN FOUNDATION,CA,557.49,557.4919464487255,1.0,96,True,0.0
330340635,ALLIANCE HEALTHCARE FOUNDATION,CA,557.44,557.438507266495,1.0,97,True,0.0
352436013,JESTIN FREEMAN FOUNDATION,CA,557.4,557.3954542663116,1.0,98,True,0.0
946068564,WALTER AND ELISE HAAS FUND,CA,556.64,556.63733914075,1.0,99,True,0.0
371751439,THE KOEHLER MAHLSTEDT FAMILY FOUNDATION,NV,556.56,556.5576405349328,1.0,100,False,0.0
376537105,ROBERT AND DANA EMERY FAMILY FOUNDATION,DE,555.39,555.3873742967203,1.0,101,False,0.0
956026937,Henry L Guenther Foundation,CA,554.29,554.291283643512,1.0,102,True,0.0
770518388,THE AVALON FOUNDATION,CA,553.32,553.3245429554182,1.0,103,True,0.0
946079493,THE WILLIAM G GILMORE FOUNDATION,CA,553.11,553.1143286219857,1.0,104,True,0.0
934699910,SOUTH LAKE FOUNDATION,CA,552.91,552.9061735107962,1.0,105,True,0.0
911811432,THE DONALD AND MAUREEN GREEN FOUNDATION,CA,552.51,552.5100782704766,1.0,106,True,0.0
416014092,ADAMS MASTROVICH FAM FDN,MO,551.64,551.6446902926555,1.0,107,False,0.0
311540383,WALTER J & BETTY C ZABLE FOUNDATION,CA,551.11,551.11428745462,1.0,108,True,0.0
821511283,CARESTAR FOUNDATION,CA,549.33,549.3316633797349,1.0,109,True,0.0
946065226,Gerbode Foundation,CA,548.63,548.6322419238625,1.0,110,True,0.0
352559691,PINPOINT FOUNDATION,CA,547.27,547.2730134897248,1.0,111,True,0.0
626323409,JESSIE BARKER MCKELLAR CHARITABLE FOUNDATION,KY,546.86,546.8561819524101,1.0,112,False,0.0
237433359,AUTRY FOUNDATION,CA,544.1,544.0972183955471,1.0,113,True,0.0
205578380,MILDRED & MARIAN KIGER FOUNDATION,CA,543.68,543.678201055333,1.0,114,True,0.0
946054473,GEORGE H SANDY FOUNDATION,WI,542.58,542.5785829696534,1.0,115,False,0.0
046818329,WALSKE CHARITABLE FOUNDATION,MA,541.66,541.6640195506391,1.0,116,False,0.0
261413209,THE GARLAND AND BRENDA REITER,CA,540.89,540.8914103660683,1.0,117,True,0.0
043492171,The Adi and Jerry Greenberg Foundation,MA,540.59,540.5945551980179,1.0,118,False,0.0
320516588,S MARK TAPER FOUNDATION,CA,539.98,539.9786685378615,1.0,119,True,0.0
912172710,THE CYGNET FOUNDATION,CA,539.21,539.2069519223153,1.0,120,True,0.0
680314645,THE DITO DEVCAR FOUNDATION,NV,538.91,538.9138659949084,1.0,121,False,0.0
941680503,THE GAMBLE FOUNDATION,NV,534.1,534.1029579091692,1.0,122,False,0.0
336145298,MANDELL WEISS CHARITABLE TRUST,FL,533.73,533.7347925695283,1.0,123,False,0.0
680442986,Bay Area Barns and Trails,CA,533.55,533.5524035005889,1.0,124,True,0.0
237010813,THE ARMAND HAMMER FOUNDATION,FL,531.41,531.4077080601962,1.0,125,False,0.0
943371225,CLOUD NINE FOUNDATION,CA,530.34,530.3382075518689,1.0,126,True,0.0
204754273,Danny Weinstein Youth Foundation,CA,526.85,526.847275855202,1.0,127,True,0.0
465138494,Western Wind Foundation,DE,524.74,524.7352002433572,1.0,128,False,0.0
463781673,MAIR FAMILY FOUNDATION,CA,524.2,524.2048322113149,1.0,129,True,0.0
943254834,KADIMA FOUNDATION,CA,524.15,524.151383648536,1.0,130,True,0.0
510204494,Berkeley Pilgrimage Foundation,CA,524.11,524.113018025392,1.0,131,True,0.0
946064551,MIMI AND PETER HAAS FUND,CA,523.17,523.174328468197,1.0,132,True,0.0
954261657,THE ADAMMA FOUNDATION,CA,523.05,523.0527514590754,1.0,133,True,0.0
954856207,DURFEE FOUNDATION,CA,520.82,520.8239501444463,1.0,134,True,0.0
954279684,THE JESS AND PALMA MORGAN FOUNDATION,CA,520.6,520.6010011686454,1.0,135,True,0.0
237030155,THE FLETCHER JONES FOUNDATION,CA,519.48,519.480031006356,1.0,136,True,0.0
956036471,ALICE TWEED TUOHY FOUNDATION,CA,518.89,518.8904108110519,1.0,137,True,0.0
956874901,THE HUGH AND HAZEL DARLING FOUNDATION,CA,516.7,516.6964722245513,1.0,138,True,0.0
942624585,M A I A INC,CA,516.6,516.6020929288242,1.0,139,True,0.0
465129465,PRICE PHILANTHROPIES FOUNDATION,CA,515.67,515.6674678302765,1.0,140,True,0.0
582489866,The David & Linda Shaheen Foundation,NV,515.6,515.6021442979172,1.0,141,False,0.0
911813416,THE MORTON FOUNDATION,CA,515.25,515.250990171378,1.0,142,True,0.0
263373791,ADAMS LEGACY FOUNDATION A DELAWARE NONPROFIT,IL,513.87,513.8691048545049,1.0,143,False,0.0
943249877,THE PULIDO WALKER FOUNDATION,CA,513.72,513.7240499266189,1.0,144,True,0.0
203875601,PAYETTE RIVER FOUNDATION,CA,512.94,512.9447608756869,1.0,145,True,0.0
946132116,ODELL RS & HP FUND TUA-MAIN,NV,511.76,511.7640269396609,1.0,146,False,0.0
954693145,COLBURN FOUNDATION,CA,509.75,509.7458121250666,1.0,147,True,0.0
946061290,LOUISE A AND WALTER H SULLIVAN,CA,509.64,509.6441797892771,1.0,148,True,0.0
680050036,SIERRA HEALTH FOUNDATION,CA,509.2,509.1969740185664,1.0,149,True,0.0
462796479,THE WILHELM FAMILY FOUNDATION,CA,508.53,508.5293104485133,1.0,150,True,0.0
330930701,THE PATRICK F CADIGAN FAMILY FOUNDATION,CA,508.41,508.41023436088113,1.0,151,True,0.0
770469217,WENDY P MCCAW FOUNDATION THE GOLDMAN SACHS,DE,508.24,508.23835717687365,1.0,152,False,0.0
770359291,RAINTREE FOUNDATION,CA,508.09,508.09272152166346,1.0,153,True,0.0
943345365,LEGACY SAN JOSE ALVISO YOUTH FOUNDATION,CA,507.9,507.90005549911604,1.0,154,True,0.0
956029752,DR SEUSS FOUNDATION,CA,507.65,507.6458831876376,1.0,155,True,0.0
946079537,HARRISON MECHAM RELIEF FUND OF PETALUMA,CA,507.41,507.4123277184529,1.0,156,True,0.0
946051917,MARY A CROCKER TRUST,CA,506.54,506.54302598042375,1.0,157,True,0.0
203644356,The Sam Mazza Foundation,CA,505.97,505.9695630412932,1.0,158,True,0.0
956054814,WEINGART FOUNDATION,CA,505.85,505.8492411594946,1.0,159,True,0.0
946093385,CRESCENT PORTER HALE FOUNDATION,CA,505.29,505.292199554339,1.0,160,True,0.0
954500475,GUESS FOUNDATION,CA,504.55,504.54899441864484,1.0,161,True,0.0
752765658,EDWARD C RAYMUND CHARITABLE,TX,504.13,504.13210546222587,1.0,162,False,0.0
956136231,CARL E WYNN FOUNDATION,CA,503.51,503.5053962489376,1.0,163,True,0.0
943276694,THORNTON S JR AND KATRINA D,CA,502.6,502.5956799843692,1.0,164,True,0.0
831589254,ANDERSON COMMUNITY PARTNERS,NV,501.92,501.92458051974074,1.0,165,False,0.0
330247161,THE CRAIL-JOHNSON FOUNDATION,CA,500.77,500.7688776935519,1.0,166,True,0.0
946102700,The McConnell Foundation,CA,498.96,498.9561395121014,1.0,167,True,0.0
946187637,PENINSULA ENDOWMENT,CA,498.17,498.16672695278055,1.0,168,True,0.0
680168017,SIMPSON PSB FUND,CA,497.79,497.78548777185017,1.0,169,True,0.0
471736251,FUERST FAMILY FOUNDATION,CA,497.56,497.5638163793666,1.0,170,True,0.0
352163999,The Paula B and Oliver W Jones Family,DE,496.18,496.17692448449225,1.0,171,False,0.0
770229243,JAMES S BOWER FOUNDATION,CA,495.78,495.78067643956683,1.0,172,True,0.0
942814266,CLARENCE E HELLER CHARITABLE FOUNDATION,CA,495.77,495.77248647527193,1.0,173,True,0.0
954716272,LOUIS AND DONNA JONES FAMILY FOUNDATION,CA,495.72,495.72037172023136,1.0,174,True,0.0
941652296,SENIOR ASSISTANCE FOUNDATION EASTBAY,CA,495.46,495.4557107495623,1.0,175,True,0.0
200083112,RORIPAUGH FAMILY FOUNDATION,CA,492.91,492.90920089730264,1.0,176,True,0.0
954670973,JULIUS SUMNER MILLER FOUNDATION,CA,492.71,492.70849469151074,1.0,177,True,0.0
813705089,MICHAEL & PAIGE DOUMANI FOUNDATION,CA,491.71,491.70617861006576,1.0,178,True,0.0
942826655,THE OAKLAND ATHLETICS COMMUNITY FUND,CA,490.24,490.2371527409753,1.0,179,True,0.0
261593449,MCMILLEN FAMILY FOUNDATION,CA,490.23,490.2342096171991,1.0,180,True,0.0
463559307,PEONY FOUNDATION INC,CA,488.48,488.477599315932,1.0,181,True,0.0
942427692,THE LEVY FAMILY FOUNDATION,CA,488.35,488.3473573358874,1.0,182,True,0.0
566044947,THE FOSCUE FOUNDATION,NV,488.24,488.240275131774,1.0,183,False,0.0
463050206,FARMERS & MERCHANTS BANK FOUNDATION,CA,486.84,486.8424028459195,1.0,184,True,0.0
832600550,ROOM TO BREATHE PROJECT,CA,486.62,486.6166001123149,1.0,185,True,0.0
456653445,Chami Family Foundation,NV,486.29,486.2911410596327,1.0,186,False,0.0
465318556,BRUTTEN FAMILY FOUNDATION,CA,485.45,485.45149019330546,1.0,187,True,0.0
943204401,LAMOND FAMILY FOUNDATION,CA,484.32,484.3174585670728,1.0,188,True,0.0
651202020,T GARY AND KATHLEEN ROGERS PRIVATE,CA,484.06,484.0566369525569,1.0,189,True,0.0
776204532,BRUCE RONALD & PHYLLIS M TRUST,WI,482.83,482.83436412488055,1.0,190,False,0.0
