foundation_ein,name,state,lasso_score,keyword_grants,keyword_funding,siblings_funded,sibling_funding,median_grant,total_giving_5yr,unique_recipients_5yr,accepts_applications
746053075,John P McGovern Foundation,TX,1.9,6,418000,0,0,20000,28979868,110,t
510232651,FR BIGELOW FOUNDATION,MN,1.8,3,70000,0,0,30000,24332270,362,t
416022291,THE HUBBARD BROADCASTING FOUNDATION,MN,1.8,4,80500,0,0,10000,5257054,97,t
560529965,THE DUKE ENDOWMENT,NC,1.8,8,1505198,0,0,195000,781411566,184,t
136103039,STELLA AND CHARLES GUTTMAN FOUNDATION,NY,1.5,0,0,1,25000,5000,4764500,69,t
753003371,THE AVISTA FOUNDATION,WA,1.5,1,10000,1,10000,750,8353832,321,t
436345116,WILLIAM T KEMPER FOUNDATION,MO,1.3,6,225000,0,0,30000,47757935,147,t
232281586,MOSES TAYLOR FOUNDATION INC,PA,1.2,2,175000,0,0,30000,15993979,62,t
916340739,RASMUSON FOUNDATION,AK,1.2,26,554580,0,0,6020,110943766,572,t
472746460,DOMINION ENERGY CHARITABLE FOUNDATION,VA,0.7,8,800000,0,0,5000,76414396,1623,t
841579108,Bee Vradenburg Foundation,CO,0.7,2,16500,0,0,2884,473722,33,t
043365869,BERKSHIRE BANK FOUNDATION INC,MA,0.3,2,12500,0,0,2500,12453060,203,t
020512290,Endowment For Health Inc,NH,0.2,2,27682,0,0,25000,14807788,44,t
113466416,NATIONAL GRID FOUNDATION,NY,0.1,2,20000,0,0,20000,9297100,67,t
141864317,TD CHARITABLE FOUNDATION,ME,0.1,20,431000,0,0,10000,89014023,1397,t
341957355,SAMARITAN FOUNDATION,OH,-0.1,2,60000,0,0,5000,10738598,37,t
251086799,CLAUDE WORTHINGTON BENEDUM FOUNDATION,PA,-0.2,4,379900,0,0,80000,46131228,161,t
416019050,OTTO BREMER TRUST,MN,-0.2,4,280000,0,0,50000,281682640,1286,t
581709417,GEORGIA POWER FOUNDATION INC,GA,-0.3,3,65000,0,0,3000,45346893,760,t
810465899,First Interstate BancSystem Foundation,MT,-0.3,0,0,1,2500,2245,19959696,1771,t
416035163,Jerome Foundation Inc,MN,-0.5,407,8418275,0,0,25000,26405011,102,t
136125699,VAN AMERINGEN FOUNDATION INC,NY,-0.8,2,200000,0,0,75000,30731500,140,t
830590263,MOTHER CABRINI HEALTH FOUNDATION INC,NY,-1.0,9,2322338,0,0,150000,470887567,562,t
746036466,The Brown Foundation Inc,TX,-1.1,6,135000,0,0,15000,282213871,555,t
010535144,Maine Health Access Foundation Inc,ME,-1.2,2,39000,0,0,30000,16487633,136,t
271424497,OSTEO SCIENCE FOUNDATION,NJ,-1.3,2,71341,0,0,3868,1545840,5,t
562255292,STATE EMPLOYEES CREDIT UNION FOUNDATION,NC,-1.4,3,1000000,0,0,2500,45762315,23,t
541965260,THE CORS FOUNDATION,VA,-1.6,3,6000,0,0,5000,109650,2,t
202262822,SAM L COHEN FOUNDATION,ME,-1.6,2,30000,0,0,15000,10576023,146,t
850429439,MARSHALL L AND PERRINE D MCCUNE,NM,-1.7,6,99400,0,0,10000,11300500,155,t
273761233,DR BHORADE FAMILY FOUNDATION,IL,-1.7,4,5000,0,0,150,757448,20,t
010524375,Firebird Foundation for,ME,-1.7,56,481939,0,0,9000,20817021,14,t
300308972,AMERICAN SAVINGS FOUNDATION INC,CT,-1.7,3,17359,0,0,1750,16347360,137,t
626247365,Lebovitz Family Charitable Trust,TN,-1.8,0,0,1,500,1000,1761749,29,t
222549826,WESTBROOK FOUNDATION INC,CT,-1.8,2,42760,0,0,2500,1412226,9,t
262534235,TERRENCE S KAISER AND,MI,-1.9,2,3600,0,0,2500,392048,15,t
016047725,MARY S ENK TRUST,OH,-1.9,4,2000,0,0,500,67435,9,t
550602138,STARVAGGI CHARITIES INC,WV,-1.9,82,124778,0,0,500,3044588,21,t
363579562,WELK FAMILY FOUNDATION,SD,-2.0,6,54500,0,0,1000,918561,10,t
820548352,ESL CHARITABLE FOUNDATION,NY,-2.0,4,1537424,0,0,29500,72652978,232,t
881414904,Greenpoint Foundation Inc,AL,-2.0,0,0,1,2200,4000,200840,16,t
920087914,THE CIRI FOUNDATION,AK,-2.0,7,11910,0,0,3000,11420726,35,t
461208733,K2 CHARITABLE FOUNDATION,IA,-2.0,6,2500,0,0,6000,4211153,11,t
621561982,JOSEPH K MALOY AND MARIANNA S MALOY FOUNDATION,VA,-2.1,3,16000,0,0,1500,166850,17,t
916481161,The Selinger-Shone Foundation,WA,-2.1,4,95100,0,0,1000,826000,10,t
821558798,LEWIS-CLARK VALLEY HEALTHCARE FOUNDATION,ID,-2.1,3,113549,0,0,10000,4700944,45,t
261478178,MADRONA HILL FOUNDATION,MT,-2.2,2,400000,0,0,30000,1080050,4,t
200509624,DAVI-ELLEN AND BRUCE ALLEN CHABNER,MA,-2.2,4,48700,0,0,250,551767,10,t
593569084,THE FONVIELLE FOUNDATION INC,FL,-2.2,3,500,0,0,750,292223,11,t
640939929,R & B FEDER CHARITABLE FOUNDATION,MS,-2.2,70,270930,0,0,1675,270930,7,t
271243709,TIM AND LIBBY ASH FAMILY FOUNDATION INC,IN,-2.2,2,700,0,0,2500,2683729,21,t
371526458,STONELEIGH FOUNDATION,PA,-2.2,58,6675257,0,0,83146,7376257,12,t
208766785,LIVING THROUGH HIS WORD FOUNDATION,OK,-2.2,3,30000,0,0,7500,461500,4,t
906208663,CHARLES RAYMOND CARPENTER TR,MO,-2.3,16,205731,0,0,6000,534901,5,t
208636039,King Family Foundation,TX,-2.3,4,169000,0,0,1000,961568,24,t
760625865,Marvy Finger Family Foundation,TX,-2.3,8,1070000,0,0,3104,7308817,19,t
462742629,DR LEE MACCORMICK EDWARDS CHARITABLE,FL,-2.3,10,165514,0,0,10000,1812515,16,t
133421590,MURRAY FOUNDATION INC,CT,-2.3,2,7000,0,0,7500,509000,13,t
203085640,Blue Cross and Blue Shield of Kansas,KS,-2.3,2,105000,0,0,2000,3300864,65,t
846037604,TEMPLE HOYNE BUELL FOUNDATION,CO,-2.3,3,150000,0,0,25000,57499237,253,t
352275462,KPF FOUNDATION,NY,-2.4,27,188500,0,0,10000,1835390,25,t
812084147,EVAMARG-MACRUSS-GLO COMMUNITY SUPPORT,ID,-2.4,0,0,1,1500,2500,115862,5,t
550717420,PYLES & TURNER FOUNDATION INC,WV,-2.4,3,4500,0,0,750,32100,2,t
521628951,JOSEPH E & MARJORIE B JONES,MD,-2.4,3,300000,0,0,25000,4794000,25,t
020386319,Foundation for Seacoast Health,NH,-2.4,15,52000,0,0,11250,11352508,35,t
132784124,STONY WOLD HERBERT FUND INC,NY,-2.4,9,625000,0,0,3775,1447550,6,t
586332618,THE MADDOX FAMILY FOUNDATION,GA,-2.4,3,18000,0,0,5000,160000,2,t
476678311,M G NELSON FAMILY FOUNDATION,IL,-2.4,4,11000,0,0,7750,2419911,26,t
611249998,THE R C DURR FOUNDATION INC,KY,-2.4,0,0,1,8580,8298,18326143,65,t
461595475,LAFON FAMILY FOUNDATION INC,WV,-2.5,3,4500,0,0,4500,220900,4,t
752490509,Art and Eva Camunez Tucker Foundation,TX,-2.5,2,16500,0,0,15000,3095553,20,t
876117177,CASTLE FOUNDATION,WI,-2.5,2,6000,0,0,2500,356990,32,t
010421806,BILL AND JOAN ALFOND,ME,-2.5,2,899000,0,0,10000,7607521,39,t
205863643,The Allen and Ellen M Blessman,IL,-2.5,2,17500,0,0,10000,1090000,4,t
581906094,LEWIS HALL AND MILDRED SASSER,GA,-2.5,5,125000,0,0,25000,8350000,18,t
546086247,WINDSOR FDN TRUST UW QUINCY COLE,TX,-2.6,2,75000,0,0,25000,1602000,16,t
566060695,W LESTER BROOKS FOUNDATION INC,NC,-2.6,3,2500,0,0,2000,164700,12,t
357019969,QUEST FOR THE BEST,PA,-2.6,2,5000,0,0,3903,1709637,48,t
391775171,BERNARD E AND ALYCE G DAHLIN FOUNDATION,WI,-2.6,3,5000,0,0,5000,1611400,19,t
486112483,THE FIDELITY BANK FOUNDATION,KS,-2.7,2,53000,0,0,8415,2693381,51,t
464081852,LOCAL INITIATIVE FOR EXCELLENCE,OH,-2.7,4,825000,0,0,100000,2566000,6,t
630944809,THE DIXON FOUNDATION,AL,-2.7,3,539923,0,0,4250,706823,4,t
430746021,DISMAS HOUSE OF ST LOUIS,MO,-2.7,3,60000,0,0,5000,710642,16,t
760101380,VIVIAN L SMITH FOUNDATION,TX,-2.7,3,75000,0,0,25000,15985000,88,t
251597437,Nimick Forbesway Foundation,DE,-2.7,2,316667,0,0,25000,3641417,34,t
383584852,MARZKE FOUNDATION,MI,-2.7,4,8000,0,0,1000,203880,17,t
341845584,Austin-Bailey Health & Wellness Foundation,OH,-2.7,28,125000,0,0,5400,1060155,31,t
166063485,A LINDSAY & OLIVE B O'CONNOR,NY,-2.7,3,61500,0,0,5000,11182960,106,t
113464795,THE DAYLE H AND MICHAEL KATZ,NY,-2.8,0,0,1,6000,2500,619000,2,t
611862747,Mount Baker Foundation,WA,-2.8,2,200000,0,0,25000,4816092,16,t
043000345,THE FEIGENBAUM FOUNDATION INC,MA,-2.8,2,10000,0,0,10369,10020307,50,t
350882856,BALL BROTHERS FOUNDATION,IN,-2.8,3,230000,0,0,28900,37294554,64,t
237017790,THE DAN AND MARGARET MADDOX FUND INC,TN,-2.8,3,106500,0,0,20000,5642713,73,t
742927126,The Webber Family Foundation,TX,-2.8,2,7500,0,0,20000,2830000,39,t
510211020,RICHMOND MEMORIAL HEALTH FOUNDATION,VA,-2.8,2,52500,0,0,20000,9953208,77,t
341525626,THE HERSHEY FOUNDATION,OH,-2.8,2,40000,0,0,15000,2908500,20,t
272314595,Tesco Foundation,VA,-2.8,0,0,1,1030,1000,666525,55,t
521313011,HENRY M JACKSON FOUNDATION,WA,-2.9,6,82500,0,0,5000,838540,22,t
136066039,Herman Goldman Foundation,DE,-2.9,2,10000,0,0,5000,2915400,72,t
382100939,METRO HEALTH FOUNDATION,MI,-2.9,3,24000,0,0,9150,1007078,21,t
136112704,THE JOHN BEN SNOW FOUNDATION INC,NY,-2.9,5,43500,0,0,7500,1570425,51,t
540742940,J L CAMP FOUNDATION,VA,-2.9,4,9500,0,0,6000,865600,14,t
363950858,Naperville Rotary Charities Inc,IL,-2.9,2,25000,0,0,4000,1554639,44,t
237423946,LINCOLN & THERESE FILENE FOUNDATION INC,MA,-2.9,5,113000,0,0,15000,7292470,58,t
396040256,RALPH EVINRUDE FOUNDATION INC,WI,-2.9,4,103000,0,0,7500,3898000,95,t
651058044,The Jim Moran Foundation Inc,FL,-3.0,2,90000,0,0,62250,84015401,207,t
742985834,MAX AND MINNIE TOMERLIN VOELCKER FUND,TX,-3.0,2,115000,0,0,135000,10299014,10,t
562491254,STEINBELLET FOUNDATION INC,PA,-3.0,8,571000,0,0,5000,1177825,14,t
363525653,BCBSM Foundation Inc,MN,-3.0,2,187000,0,0,70000,21010736,73,t
412039989,The Pink Shamrock,WA,-3.0,0,0,1,13000,3000,167600,9,t
046061028,TR UW HELEN F KIMBALL-THE MOSES KIMBALL,MA,-3.1,4,22500,0,0,5000,1620500,43,t
472284013,HARRIETT B WEST FOUNDATION,VA,-3.1,3,75000,0,0,25000,1880000,9,t
742268074,Foundation for Expanding Horizons,TX,-3.1,2,3000,0,0,2500,61940,8,t
756314114,CLARA B & W AUBREY SMITH CHARITABLE,TX,-3.1,2,43000,0,0,23000,2841200,25,t
236298781,BENJAMIN AND MARY SIDDONS MEASEY,PA,-3.1,8,1810000,0,0,225000,17658789,3,t
476261291,The Leightman Maxey Foundation,OR,-3.2,2,23000,0,0,10000,573256,15,t
231352110,INDEPENDENCE FOUNDATION,PA,-3.2,82,2012061,0,0,10000,15756534,233,t
236296592,THE EDNA KYNETT MEMORIAL FOUNDATION INC,PA,-3.3,3,84000,0,0,30000,1893500,17,t
741933660,John S Dunn Foundation,TX,-3.3,0,0,1,10000,50000,16964647,34,t
222756435,POLLY THAYER STARR CHARITABLE TRUST,MA,-3.3,4,395000,0,0,46250,1380070,7,t
261548389,THE RAYMOND C AND ANNA T JOHNSON,OH,-3.6,3,60000,0,0,12250,925500,15,t
476098282,Peter Kiewit Foundation,NE,-3.6,2,250000,0,0,50000,118511771,149,t
746040258,ROCKWELL FUND INC,TX,-3.7,2,220000,0,0,75000,12980195,44,t
133118384,THE FAIRLEIGH SDICKINSONJRFOUNDATIONINC,FL,-4.2,2,72000,0,0,11000,416100,5,t
237230686,RICHARD AND ETHEL HERZFELD,WI,-4.2,2,60000,0,0,30000,9861410,53,t
370681538,MONTICELLO COLLEGE FOUNDATION,IL,-4.6,7,329616,0,0,15000,2105156,19,t
136083407,JOSEPH P KENNEDY JR FOUNDATION,DC,-4.8,6,756300,0,0,105750,986300,3,t
232120614,THE CHARLOTTE W NEWCOMBE FOUNDATION,NJ,-4.8,4,3293398,0,0,33000,9176398,22,t
223136019,TS KIM ARCHITECTURAL,CT,-4.9,8,84000,0,0,14000,440000,5,t
846029014,BONFILS-STANTON FOUNDATION,CO,-5.0,3,33743,0,0,8000,11430093,88,t
471747095,GISMONDI FAMILY FOUNDATION,PA,-5.8,3,75000,0,0,40000,1970904,2,t
436313811,RICHARD J STERN FOUNDATION FOR THE ARTS,MO,-6.4,6,63200,0,0,15000,10993889,53,t
